RevolvingUtilizationOfUnsecuredLines,Age,Late30to59Days,DebtRatio,MonthlyIncome,OpenCreditLinesAndLoans,Late90Days,RealEstateLoans,Late60to89Days,Dependents
0.007484,64,0,0.3257,3600,9,0,1,0,0
0.793,62,5,0.3144,8250,18,0,1,0,0
0.05755,39,0,0.4541,2972,9,0,2,0,0
0.03966,42,0,0.2209,6500,11,0,2,0,2
0,61,0,0.3336,4166,13,0,2,0,0
0.02231,63,0,0.2151,5100,12,0,0,0,0
0.03149,50,1,0.4716,5900,8,0,1,0,0
0.4208,67,0,0.7015,5466,11,0,2,0,0
0.7221,25,0,0.3448,1400,3,1,0,1,0
0.6587,42,0,0.346,6415,5,0,1,0,4
0.9718,63,1,0.6004,2539,8,0,0,0,0
0.2659,52,0,0.6065,3925,6,0,1,0,1
0.03594,29,0,0.0121,1900,5,0,0,0,0
0.00455,34,0,0.471,1.475e+04,15,0,3,0,3
0.5068,48,0,0.5039,7800,12,0,3,0,0
0.2814,42,0,1.171,3899,25,0,1,0,0
0.2561,48,0,0.2461,1e+04,9,0,1,0,1
0.1008,78,0,0.4723,5159,7,0,1,0,1
0.2548,48,0,0.3687,6655,9,0,1,0,0
0.919,48,0,0.5769,7043,20,0,1,0,2
0.07559,35,0,0.6243,4000,6,0,1,0,0
0.004527,74,0,0.1451,5423,3,0,1,0,0
0.1133,74,0,0.5092,6816,18,0,2,0,1
0.08655,54,0,0.2824,2800,14,0,0,1,1
0.2984,61,0,0.3634,1.542e+04,20,0,1,0,0
0.6912,53,0,0.4388,1.05e+04,14,0,2,0,0
0.2123,32,0,0.08769,2.575e+04,10,0,1,0,3
1,64,0,0.3445,2800,1,0,1,0,0
0.02476,73,0,0.0042,8333,3,0,0,0,1
0.3309,45,0,3.014,800,11,0,2,0,0
0.2897,40,0,0.125,5000,8,0,1,0,0
0.1204,44,0,0.3878,6600,15,0,3,0,2
0.1875,73,0,0.05791,8633,7,0,1,0,0
0.5855,42,0,0.6112,5200,8,0,1,0,3
0,49,1,0.5464,3361,6,0,0,0,3
0.7578,33,0,0.1177,2939,3,1,0,0,0
0.0396,73,0,0.1311,1.51e+04,7,0,2,0,0
1.014,36,1,0.3207,2500,5,0,0,0,1
0.2735,56,0,0.3658,5791,21,0,2,0,1
0.05005,66,0,0.2388,1.292e+04,5,0,3,0,1
0.05981,66,0,0.007305,2600,6,0,0,0,0
0.007249,78,0,0.1661,6200,6,0,1,0,0
0.004692,58,0,0.1985,4900,14,0,0,0,1
0.2643,62,0,0.5154,9000,23,0,3,0,2
0.06139,52,0,1.037,2400,11,0,1,0,0
0,51,0,0,3762,3,0,0,0,0
0.1206,37,0,0.3062,7800,17,0,1,0,2
0.1383,56,0,0.242,7710,5,0,1,0,0
0.1393,35,0,0.5778,2216,5,0,1,0,0
0.01866,37,0,0.3059,2500,9,0,0,0,2
2.38e-05,39,0,1607,0,10,0,1,0,2
0.06992,59,1,0.334,5757,15,0,1,0,0
0.5123,42,2,0.1832,7750,13,0,0,0,3
0.06112,85,0,0.2181,2250,9,0,0,0,0
0.02143,54,0,0.1102,8750,6,0,1,0,4
0,36,1,0,1150,2,0,0,0,0
0.004169,44,0,0.2952,3400,9,0,1,0,0
0.2187,30,0,0.8154,3200,6,0,1,0,0
0.2423,53,0,0.3651,1.017e+04,13,0,2,0,4
0.1391,41,0,0.0468,1.175e+04,5,0,0,0,2
0.5554,65,0,0.6433,4793,15,0,2,0,3
0.006789,55,1,0.2976,1.2e+04,6,0,3,0,0
0.04819,33,0,0.2182,4120,7,0,1,0,3
0.2242,48,0,0.3225,4166,6,0,1,0,2
0.05689,56,0,0.317,1.125e+04,9,0,2,0,1
0.209,65,0,0.9224,5000,7,0,2,0,0
0.5525,38,0,0.8018,3500,9,0,2,0,0
0.009709,68,0,0.006245,5283,7,0,0,0,0
0.1823,36,0,0.7575,5400,9,0,1,0,0
0.00782,39,0,0.03916,4800,8,0,0,0,0
0.001222,46,0,0.1684,1.737e+04,8,0,1,0,3
0.3131,61,0,0.3779,6000,14,0,1,0,0
0.1408,47,0,0.3115,7200,20,0,1,0,1
0.1438,57,0,0.2095,1.3e+04,13,0,1,0,3
0,35,0,0,1723,2,0,0,0,0
0.1309,43,0,0.231,1.3e+04,12,0,2,0,3
0,53,0,0.1228,3150,6,0,0,0,1
0.9934,37,0,0.2848,6361,3,0,1,0,3
0.4139,35,0,0.4016,7300,9,0,2,0,1
0.9892,73,3,3.613,3782,15,0,9,0,0
0.1961,47,0,0.01232,4.796e+04,4,0,0,0,5
1.534,46,1,0.008674,3573,2,0,0,0,0
0.2405,35,0,0.1685,7083,5,0,1,0,0
0.9327,24,0,0.04407,2200,1,1,0,0,0
0.43,48,0,0.5351,4000,6,0,1,0,1
0.989,62,3,0.4661,6075,14,0,1,0,1
0.04287,49,0,0.289,2283,14,0,2,0,1
0.7419,27,0,0.07042,7000,4,0,0,2,3
0.03755,54,0,0.1845,1.25e+04,15,0,1,0,2
0.2987,77,0,0.1424,3839,7,0,1,0,0
0.07619,59,0,0.2575,9700,15,0,2,0,1
0.04798,61,0,0.1796,2432,9,0,0,0,2
0.01536,44,0,0.2682,6803,5,0,1,0,2
0.9124,57,1,0.361,5700,11,0,0,1,0
0.06006,52,0,0.3347,1.36e+04,20,0,2,0,0
0.06084,43,0,0.4502,1.051e+04,7,0,2,0,0
0.0004167,53,0,0.1611,7000,15,0,1,0,1
0.2483,26,0,0.1386,6000,5,0,0,0,1
0.0547,70,0,0.1213,3180,6,0,1,0,0
0.4291,45,0,0.2615,5276,7,0,0,0,2
0.2212,48,1,0.2699,8621,5,0,2,0,2
0.8931,27,1,0.06281,1400,1,0,0,1,0
0,78,1,0,8000,4,0,0,0,0
0.3649,34,0,0.1727,5835,6,0,1,0,0
0.6153,57,0,0.4245,9552,8,0,3,0,3
0.1725,55,0,0.4519,8166,18,0,1,0,2
0.006424,55,1,0.3177,4500,14,0,2,0,0
0.3875,32,0,0.3897,7600,8,0,2,0,0
0.5623,56,1,0.3257,3180,7,0,1,0,0
0.3862,46,0,0.9056,3135,15,0,2,0,2
0.4192,39,0,2.287,2083,14,1,2,0,2
0.8761,36,0,0.1934,5800,6,0,0,0,1
0.09062,68,0,0.3719,4067,8,0,1,0,0
0.7037,57,1,0.09538,3333,3,0,0,0,0
0.01545,65,0,1.729,6900,14,0,4,0,1
0.004437,77,0,0.01719,2500,11,0,0,0,0
0.522,40,0,0.1515,1.7e+04,4,0,2,0,4
0.1274,43,0,0.6314,5333,12,0,2,0,2
0,43,0,0.05,1.7e+04,3,0,0,0,1
0.5798,29,0,0.1908,5900,7,0,0,0,0
0.4563,63,0,0.5426,7834,16,0,2,0,0
0.65,41,0,0.3372,1.9e+04,9,0,2,0,0
0.4989,74,0,0.3583,4250,7,0,2,0,0
0.2723,80,0,0.2652,7500,18,0,1,0,0
0.08478,64,0,0.1872,1.02e+04,8,0,1,0,1
0.35,51,1,0.3815,1.883e+04,10,0,3,0,0
0.04185,33,0,0.3361,3400,5,0,1,0,0
0.1358,54,0,0.2918,9666,7,0,1,0,1
0,49,0,0.5802,2500,13,0,1,0,2
0.2803,49,0,0.2789,1.338e+04,11,0,1,0,2
0.1526,40,0,0.4176,7750,12,0,2,0,1
1,35,0,0.3291,2880,6,0,1,1,2
0.358,41,0,0.6075,4603,19,0,2,0,0
0.3532,29,0,0.4999,4166,5,0,2,0,0
0.05004,73,0,0.1663,2500,10,0,0,0,0
1,39,0,0.008482,3300,0,1,0,0,1
0,40,0,0,2981,3,0,0,0,0
0.4205,27,0,0.01617,3956,5,0,0,0,0
0.3487,54,0,0.239,8585,7,0,2,0,1
0.8534,47,1,0.2108,5416,8,0,0,0,1
0.02992,86,0,0.0905,2010,5,0,0,0,0
0.04099,88,0,0.05799,1344,3,0,0,0,0
0.02959,64,0,0.01405,3914,4,0,0,0,0
0.7031,59,1,0.1551,6143,10,0,0,0,0
0.01045,45,0,0.06756,5461,2,0,0,0,0
0.005301,78,0,0.1527,4545,14,0,1,0,1
0.0115,57,0,0.00348,8333,6,0,0,0,0
0.02423,48,0,0.2135,1.783e+04,10,0,2,0,3
0.009788,50,0,0.3977,8177,6,0,2,0,1
0.7711,74,0,0.1913,2294,4,0,0,0,0
0.1466,69,0,0.2504,1.95e+04,12,0,2,0,3
0.8188,84,0,0.4631,6000,11,0,2,0,0
0.1463,48,0,0.2584,6500,9,0,1,0,0
0.07269,47,0,0.2712,6500,11,0,2,0,0
0,39,0,0.5599,4000,8,0,1,0,0
0.5416,26,0,0.1632,2800,3,0,0,0,0
0.8392,40,0,0.2331,3200,5,0,0,0,0
0.5239,57,0,0.1139,1.442e+04,4,0,1,0,1
0.04284,56,0,0.01691,5500,9,0,0,0,2
0.9691,60,0,0.4647,6541,6,1,1,0,0
0.005063,52,0,0.2956,3788,6,0,1,0,1
0.02415,50,0,0.1853,8200,17,0,2,0,1
1,54,7,0.1287,2.3e+04,10,1,2,2,1
0.2631,29,1,0.2629,9650,11,0,2,0,0
2.072,32,1,0.09395,2000,2,1,0,0,0
0.003009,80,0,0.3409,1841,16,0,1,0,0
0.4793,64,0,0.4134,3625,10,0,2,0,0
0.01027,59,0,0.06192,1.096e+04,6,0,1,0,0
0.1862,56,0,0.4394,4000,11,0,0,0,0
0.5632,61,0,0.5915,1.184e+04,10,0,3,0,0
0.04364,59,0,0.3772,4100,8,0,1,0,0
1,28,1,0.2487,1700,3,0,0,0,2
0.01443,37,0,0.3353,3471,4,0,1,0,0
0.02452,34,0,0.003845,2600,2,0,0,0,0
0.1483,54,0,0.03871,7000,5,0,0,0,2
0.3877,51,0,0.1359,5025,7,0,1,0,0
0,28,0,0.1901,2450,11,0,0,0,1
0.2831,72,0,0.2347,5874,14,0,1,0,0
0.04741,73,0,0.2782,6750,9,0,1,0,0
0.1086,26,0,0.04981,260,2,0,0,0,0
0.02061,56,0,0.1605,7333,15,0,1,0,2
0.01558,80,0,0.3647,3665,11,0,2,0,1
0.5194,48,0,0.2059,7640,9,0,0,0,0
0.01275,58,0,0.5349,4650,6,0,2,0,0
0.6474,56,0,0.7891,8391,8,0,3,0,2
0.05563,55,0,0.2309,1.91e+04,11,0,1,0,2
1,32,2,0.1935,3400,8,0,0,0,0
0.02867,55,0,0.4038,3300,13,0,1,0,1
0.2732,42,0,0.3493,6043,10,0,2,0,0
0.9138,51,0,0.3307,4045,12,0,0,0,0
0.04961,57,0,1.246,1750,21,0,1,0,2
0.9017,54,3,0.3993,5166,9,0,0,0,1
0.05852,84,1,0.3405,5000,28,0,2,0,0
0.04078,57,0,0.3437,1.14e+04,10,0,2,0,0
0.07951,57,1,0.3516,3475,19,0,1,1,0
0.6596,40,0,0.6426,5094,14,0,2,0,2
0.149,54,0,0.0247,1.433e+04,4,0,0,0,2
0.3066,69,0,0.2952,5375,12,0,1,0,0
0,47,0,0.2974,8916,7,0,2,0,0
1,42,0,0.3443,7833,6,0,1,0,0
0.7733,60,0,1.112,3333,7,0,2,0,0
0.001885,59,0,0.04562,9600,8,0,0,0,1
0.2056,38,0,0.8092,3684,8,0,2,0,2
0.12,60,0,0.2254,5900,9,0,2,0,0
0.01775,80,0,0.1843,1.1e+04,19,0,1,0,0
0,52,0,0.1937,1.768e+04,10,0,3,0,2
0.0103,74,0,0.00323,6500,5,0,0,0,1
1.043,27,0,0.289,2532,4,3,0,0,0
1,36,0,0.8291,4200,9,0,2,0,0
0.02861,36,1,0.1762,4800,4,0,0,0,2
0.05521,62,0,0.206,1.083e+04,6,0,1,0,0
0.2118,62,0,0.2046,1.706e+04,6,0,3,0,0
0.5076,28,0,0.2113,3600,13,0,0,1,0
0.1744,53,1,0.3467,2895,16,0,0,0,0
0.1279,65,0,0.9658,2400,11,0,2,0,0
0.06902,85,0,0.3594,4000,6,0,1,0,0
0.4411,56,0,0.9892,3333,9,0,2,0,0
0,39,0,0,5850,4,0,0,0,0
0.006227,58,0,0.1708,3400,10,0,0,0,1
0.08316,46,0,0.1005,1e+04,3,0,1,0,3
0.258,35,0,0.2282,4583,5,0,1,0,0
0.1607,55,0,0.3797,6075,10,0,4,0,0
0.02269,41,0,0.007845,4333,8,0,0,0,0
0.02907,56,0,0.2811,4666,7,0,1,0,0
0.1218,49,0,0.5273,1.257e+04,14,0,2,0,0
0,75,0,0.07831,3932,7,0,0,0,0
0.005785,58,1,1341,0,13,0,1,0,0
0.1477,40,0,0.5189,2250,8,0,0,0,0
0.08708,65,0,0.5798,3500,6,0,2,0,0
0.3995,65,1,0.1578,5000,3,0,0,0,0
0.6712,61,2,0.07798,4000,6,0,0,0,1
0.0979,31,0,0.1125,3438,7,0,0,0,1
1,33,0,0.2034,1700,1,0,0,1,0
0.07473,49,0,0.1425,1.024e+04,8,0,1,0,0
0,40,1,0,3800,7,0,0,0,0
1.124,56,0,0.3572,7000,8,0,1,0,0
0.1441,44,0,0.3378,8200,5,0,2,0,2
0.02788,65,0,0.4491,5666,10,0,1,0,0
1,57,2,0.7482,4141,7,1,1,1,1
0.2133,51,0,0.3588,8833,11,0,2,0,1
0,50,0,0.5667,5300,13,0,2,0,3
0,31,0,0.7562,1800,11,0,1,0,1
0.1968,37,0,0.2358,3125,6,0,0,0,1
0.1452,38,0,0.3492,6917,9,0,1,0,2
0.004641,41,4,0.259,1.214e+04,11,0,2,1,2
1.044,71,0,0.4136,7175,8,0,1,0,0
0.0006711,70,1,0.1785,8232,9,0,1,0,0
0.7285,47,0,0.9886,6337,11,0,3,0,2
0.02685,62,0,0.1984,1.4e+04,14,0,1,0,3
0.06278,84,0,0.155,5000,5,0,1,0,0
0.07098,45,0,0.7592,3500,9,0,2,0,1
0.03265,79,0,0.01699,3000,9,0,0,0,1
0.9177,55,2,1.13,3500,13,0,1,1,1
1.018,65,0,0.5278,7100,18,0,1,0,0
0.003229,52,0,0.5971,2300,14,0,1,0,0
0.07528,49,1,0.1314,2.2e+04,16,0,2,0,4
0,48,1,0.3197,2633,4,0,1,1,4
0.3011,54,0,0.2551,8533,12,0,1,0,0
0.7905,75,0,0.4303,5878,7,0,1,0,0
0.943,63,0,0.6396,8200,20,0,2,0,0
0.6673,48,0,0.3802,1.49e+04,11,0,4,0,3
0.5059,50,0,0.3662,7240,8,0,1,0,2
1,48,1,0.3312,3000,3,0,1,0,0
1,41,0,0,1.333e+04,3,0,0,0,0
0.0117,54,0,0.2162,7100,7,0,1,0,0
0.2557,61,0,0.3751,1.355e+04,14,0,2,0,1
0.01945,75,0,0.2049,6833,9,0,1,0,1
0.9844,37,4,0.24,5475,8,1,0,1,2
0.7165,37,0,0.6453,4000,6,0,1,0,3
1.2,62,2,0.7881,4000,7,0,2,0,0
0,92,0,0.006174,5020,8,0,0,0,0
0.05413,59,0,0.4122,6437,6,0,1,0,1
0.1921,53,1,0.4934,1.37e+04,10,0,3,0,1
0.3536,38,0,1.503,1700,9,0,1,0,0
0.002517,53,0,0.4292,1.014e+04,9,0,1,0,0
0.03529,54,1,1.611,1166,25,0,3,0,0
0.395,30,0,1.093,2583,12,0,1,0,0
0.05073,60,0,0.09798,4500,6,0,0,0,0
0.8503,54,0,0.2922,3839,4,0,1,0,0
0.9844,34,0,0.1972,5500,5,0,1,0,0
0.01307,80,0,0.3324,3200,24,0,0,0,0
0.01346,49,0,0.003772,7688,5,0,0,0,0
0.0004494,63,0,0.3577,1.3e+04,11,0,1,0,0
0.3696,38,0,0.46,3512,13,0,1,0,1
0,77,1,0.2282,9777,7,0,2,0,0
1.032,58,0,0.2667,1544,3,1,0,0,0
0.1491,50,0,0.003251,6151,3,0,0,0,1
0.2425,43,0,0.3433,3821,10,0,1,0,1
0.009523,75,0,0.001638,3662,1,0,0,0,0
0.07285,36,0,0.01629,7367,2,0,0,0,0
0.06437,30,0,0.5026,3700,6,0,1,0,2
0.08342,36,0,0.3307,1.008e+04,9,0,1,0,0
0.03068,39,0,0.01525,4000,7,0,0,0,0
0.0088,37,0,0.002173,2300,6,0,0,0,0
0.9132,33,0,0.01238,3150,3,1,0,0,1
0.1039,55,0,1.2,3200,10,0,3,0,0
0.1509,64,0,0.5059,5800,10,0,1,0,0
0,24,0,0,2500,1,0,0,0,0
0.2325,37,0,0.6248,8463,17,0,2,0,0
0.5802,27,1,0.3197,1e+04,27,0,1,0,1
0.5653,26,2,1.078,764,6,0,0,1,0
0.7436,35,0,0.776,7000,10,0,2,0,0
0.15,61,2,0.5474,5300,33,0,3,0,1
0.1419,40,0,0.7264,6000,15,0,3,0,1
0.04547,34,0,0.00664,9788,7,0,0,0,1
0.03726,61,0,0.3861,5130,9,0,1,0,2
0.3739,45,0,0.216,4500,9,0,1,0,2
0,59,0,0.3412,4486,13,0,1,0,1
0.00319,45,1,0.2406,1.19e+04,12,0,2,0,2
0.1446,46,0,0.04535,1.087e+04,7,0,0,0,2
0.9664,47,0,4.545,2500,9,0,4,0,1
0.05153,89,0,0.02062,2715,8,0,0,0,0
0.02418,75,0,0.006707,4621,7,0,0,0,0
0,27,0,0,820,2,0,0,0,0
0.8809,44,1,0.8691,3895,4,2,1,0,0
0.8423,45,0,0.1549,3000,7,0,0,0,0
0.03875,57,0,0.1193,7652,5,0,1,0,0
0.5204,55,0,0.3084,1.117e+04,6,0,1,0,2
0,29,0,0.06726,5500,5,0,0,0,2
0.06377,44,0,0.381,7416,10,0,1,0,2
0.002391,35,0,0.02498,1000,6,0,0,0,0
0.3273,43,0,0.5215,1.4e+04,10,0,2,0,3
0,48,0,0.3717,2.28e+04,11,0,2,0,1
1,29,0,0.2106,2686,1,0,0,1,1
1,44,1,0.1442,5416,1,1,0,1,3
0.08135,52,0,0.2724,4100,6,0,1,0,3
0.451,73,0,1.027,3100,15,0,1,0,1
0.9061,44,0,0.4415,1.359e+04,6,0,2,0,0
0.009375,62,0,0.362,1.55e+04,26,0,2,0,1
0.2561,30,0,0.2539,4320,5,0,2,0,2
0.7418,39,1,0.3207,7458,5,0,2,1,3
0.1624,65,0,0.4914,6908,10,0,2,0,1
1,43,0,0.1789,1.24e+04,7,0,1,0,1
0,30,0,0.2752,5083,15,0,0,0,0
0,65,0,0.2099,5946,8,0,1,0,0
0.2688,59,0,0.5228,5404,14,0,1,0,1
0.7424,41,0,0.5415,5800,10,0,1,0,2
0.6843,47,0,0.4861,1.7e+04,18,0,3,0,1
0.0004444,29,0,0.4112,2900,6,0,0,0,0
0.604,35,0,0.6959,6866,5,0,2,0,0
0.3107,39,0,0.2498,1.15e+04,16,0,1,0,0
0.2166,36,0,0.7191,8750,11,0,2,0,2
0.871,50,0,0.2964,1.138e+04,12,0,1,0,0
0.9266,61,0,0.2316,8000,11,0,0,0,0
0.1575,26,0,0.3195,5000,7,0,1,0,0
0.03593,60,1,0.1209,5394,2,0,0,0,0
0.34,73,0,0.1748,3009,11,0,0,0,0
0.2218,39,2,0.1903,2600,12,1,0,0,0
0.009727,64,0,0.001742,3443,3,0,0,0,0
0.2974,31,0,0.4224,2300,8,0,0,0,3
0.005856,47,0,0.2808,5800,7,0,2,0,0
0.5313,50,0,0.3575,4500,7,0,1,0,2
0.3557,39,0,0.5377,4500,14,0,2,0,2
0.03805,62,0,0.004,1.05e+04,15,0,0,0,0
0.1507,61,0,0.2537,7365,17,0,2,0,0
0.4214,62,0,0.5692,3330,9,0,0,2,1
0.7307,34,1,0.6458,6300,15,0,1,0,2
0.4584,49,1,0.3513,5416,7,0,2,0,1
0.5557,56,0,0.2442,6240,4,0,1,0,2
0.1498,32,0,0.7488,3800,12,0,1,0,1
0.4854,49,2,0.1276,8500,4,0,1,0,6
0.167,47,0,0.6156,3160,12,0,1,0,0
0.8629,42,2,0.6914,1.035e+04,13,3,2,2,2
0.3425,47,1,0.1201,1.05e+04,8,0,0,0,2
0.05923,76,0,0.4338,2500,7,0,1,0,0
0.01569,63,0,0.5073,750,6,0,0,0,0
1,41,0,0.2361,1.083e+04,4,0,1,0,3
0.4358,32,0,0.8697,3812,16,0,1,0,4
0.5604,29,1,0.1617,3116,4,0,0,0,0
0.05868,36,0,0.5284,7381,15,0,2,0,1
0.3442,38,0,0.5245,1.22e+04,18,0,3,0,1
0.08026,75,1,0.4582,4833,11,0,1,0,1
0.02478,53,0,0.05041,4800,6,0,0,0,0
1,33,1,0.1651,2779,3,2,0,0,1
0.3406,36,0,0.1419,6666,5,1,0,0,2
0.1294,73,0,0.2877,8595,14,0,1,0,0
0.0492,54,0,0.3925,6359,11,0,1,0,4
0.06423,70,0,0.2339,4600,12,0,1,0,0
0.07123,53,0,0.005788,3800,1,0,0,0,0
0.111,73,0,0.2494,4882,5,0,1,0,0
0.05315,63,0,0.6829,1850,9,0,0,0,0
0.02295,62,0,0.1927,1.207e+04,11,0,1,0,0
0.2677,69,0,0.08532,9938,3,0,0,0,0
0.004554,66,0,0.00793,5800,4,0,0,0,0
0.2088,69,1,0.3371,7578,20,1,1,0,1
0,31,1,0.4213,6000,5,0,1,1,1
0.6986,47,0,0.1997,5558,4,0,0,0,0
0.09394,55,0,0.3379,1733,7,0,0,0,0
0.5214,38,0,0.6276,9000,16,0,4,0,2
2.08,28,0,0.3644,3004,1,3,1,0,0
0.2887,30,0,0.5046,5322,8,0,2,0,2
0.6464,52,0,0.6605,4706,13,0,1,0,0
0.628,77,0,1.424,1310,9,0,1,0,0
0,61,0,0.86,5000,12,0,2,0,0
0,61,0,0.386,1.45e+04,5,0,1,0,0
0.5089,40,0,0.1157,8000,6,0,0,0,1
0.01003,54,0,0.003387,5609,7,0,0,0,0
0.006492,74,0,0.5129,1200,11,0,1,0,0
0.3096,38,0,0.9409,3417,13,0,2,0,3
0.2869,52,0,0.2784,2916,10,0,0,0,2
0,44,0,0.2733,3450,8,0,1,0,0
0.2711,30,0,0.1736,2983,3,0,0,0,0
5.39e-05,37,1,0.1985,1.2e+04,18,0,2,0,1
0.2005,56,1,0.2319,5833,13,0,1,0,0
0.07605,37,0,0.2085,8750,7,0,1,0,0
1.004,65,1,0.2658,1.062e+04,11,0,2,0,0
0.04712,59,0,0.01539,1.52e+04,15,0,0,0,2
0.3954,64,1,0.9002,6503,12,0,2,0,0
0.02278,44,0,0.6875,3906,8,0,2,0,2
0.02609,41,0,0.08024,3800,5,0,0,0,0
1,27,0,0.2684,4560,6,2,1,0,2
0.03889,26,0,0.4857,1500,5,0,0,0,0
0,48,0,0.5059,6000,7,0,2,0,1
0.09352,54,0,0.3369,5543,10,0,0,0,1
0.3825,43,0,0.2312,5600,6,0,1,0,0
0.1422,49,0,0.01963,9167,5,0,0,0,1
0.1472,50,0,0.1972,1.26e+04,7,0,1,0,3
0.5882,65,0,0.3666,8000,6,0,1,0,0
0.4098,66,0,0.5144,4490,12,0,2,0,0
0.7132,59,0,2,7500,13,0,3,0,0
0,26,0,0.109,4166,7,0,0,0,0
0.03569,34,0,0.05829,5163,3,0,0,0,2
0,28,0,0.2023,5500,5,0,2,0,0
0,21,0,0,898,1,0,0,0,0
0.1013,28,0,0.05134,1.112e+04,4,0,0,0,0
0.2106,25,0,0.6784,820,5,0,0,0,0
1,41,0,0.02242,1917,0,2,0,0,0
0.02904,74,0,0.01533,3000,7,0,0,0,0
0.6892,40,3,0.0321,7726,5,0,0,0,1
0.0001463,48,0,0.1384,1.042e+04,10,0,1,0,4
0.3199,45,0,0.4674,1.076e+04,13,0,1,0,2
0.03004,68,0,0.2857,2225,11,0,1,0,0
0.4115,49,0,1.022,2800,6,0,1,0,0
0.3214,64,4,0.5653,1.393e+04,20,0,4,0,1
0.03674,63,0,0.2079,5065,9,0,1,0,0
0.005714,49,0,0.635,3150,6,0,1,0,2
0.3695,37,0,0.1819,5100,15,0,0,0,0
0.7268,39,0,0.08259,3825,2,0,0,0,2
0.9848,58,0,1.221,2631,14,0,2,0,0
0.3025,41,1,0.1116,5000,9,0,0,0,2
0.1671,44,0,0.2993,4958,7,0,1,0,1
0.1006,40,0,0.05398,8131,8,0,0,0,1
0.03222,73,0,0.02639,2500,7,0,0,0,0
0.9306,35,2,0.2122,6511,15,0,0,0,2
0.2738,37,0,0.2043,9900,11,0,1,0,0
0.2913,53,0,0.4737,2608,12,0,0,0,0
1,43,0,0.3596,5864,3,0,1,0,2
0,55,0,0.2128,6525,8,0,1,0,4
0.3662,50,1,0.3102,7891,10,0,1,0,0
0.05149,62,0,0.01628,7000,7,0,0,0,0
0,56,0,1.719,2500,15,0,2,0,0
1,36,0,0.01343,3200,5,2,0,0,1
0.7055,31,2,0.5395,4900,9,0,1,0,2
0.07122,37,0,0.19,4799,7,0,1,0,0
0.08693,54,0,0.369,1.667e+04,24,0,2,0,0
0.383,54,0,0.077,6583,7,0,0,0,0
0.09816,52,1,0.3266,8183,10,0,1,0,0
0.2548,54,0,0.2919,1.25e+04,10,0,2,0,3
1.731,32,2,0.1077,3025,2,2,0,0,2
0.355,52,0,0.5478,1.25e+04,10,0,4,0,1
0.02408,50,0,1.009,2989,8,0,1,0,0
0.4673,30,0,0.3491,2500,8,0,0,0,0
0,57,0,0.6402,1850,9,0,1,0,0
0.03834,45,0,0.2736,6495,6,0,1,0,0
0.1864,51,1,0.3416,7400,5,0,1,0,1
0,57,1,0.8359,1.5e+04,10,0,3,0,1
0.4088,43,0,0.2455,1.34e+04,9,0,2,0,2
0.05089,65,0,0.1228,3500,14,0,0,0,0
0.05399,48,0,0.4022,4900,8,0,2,0,1
0.1857,29,0,0.149,9500,7,0,1,0,0
0.0673,52,0,0.3835,4434,13,0,2,0,2
1,52,0,0.09665,6900,3,0,1,0,1
0.5423,53,0,0.3469,1.275e+04,7,1,2,0,3
0.2244,39,0,0.2585,7500,8,0,1,0,0
0.3949,32,0,4.884,1400,8,0,3,0,1
0.1142,78,0,0.044,1e+04,11,0,1,0,0
0.0002711,60,1,0.1391,5283,11,0,0,0,0
0.02698,63,0,0.1173,8432,7,0,2,0,0
0,24,0,0,400,1,0,0,0,0
0.7526,67,0,0.4774,8060,15,0,0,0,1
0.05056,56,0,0.2126,5.8e+04,12,0,3,0,0
0.1414,40,0,0.1714,1.128e+04,6,0,2,0,0
0.0007301,71,0,0.0352,1e+04,9,0,0,0,1
0.3916,31,0,0.3782,8416,10,0,1,0,0
0.04713,48,0,0.4208,5280,12,0,2,0,4
0.05698,85,0,0.02591,2083,3,0,0,0,0
0,52,0,0.2214,1.3e+04,7,0,2,0,7
0,75,0,0.05353,3978,4,0,1,0,0
0.005687,71,0,0.2087,4000,10,0,0,0,0
0,72,0,0,2700,2,0,0,0,1
0.9483,32,0,0.5659,8715,11,0,4,0,1
0.3941,36,0,4260,0,8,0,1,0,1
0.9327,50,0,0.6095,6417,13,0,1,0,0
0.0331,80,0,0.009017,5544,6,0,0,0,0
1,35,0,0.1891,2643,1,0,0,0,5
0.005709,81,0,0.001622,6165,7,0,0,0,0
0.2715,61,0,0.4473,8552,8,0,2,0,0
0.01888,59,0,0.3413,4004,9,0,1,0,0
0.09636,55,0,0.4748,5296,8,0,1,0,1
0.5153,50,0,0.2234,2.917e+04,12,0,1,0,2
0.1145,36,0,0.1914,7500,20,0,1,0,0
0.1044,79,0,0.3524,3200,6,0,1,0,0
0.4844,52,0,0.5752,9500,14,0,3,0,3
0.4564,56,0,0.3386,3333,12,0,0,0,2
0.1899,65,0,0.4349,1.35e+04,11,0,2,0,0
0.4745,42,0,0.2194,9360,6,0,2,0,1
0,90,0,0,2500,3,0,0,0,1
0.01354,35,0,0.7429,3200,8,0,2,0,0
1.158,70,2,0.3825,2611,6,0,0,1,0
0.03236,48,0,0.3049,2200,7,0,1,0,1
0,63,0,0.2073,1.428e+04,5,0,1,0,1
0.6015,30,0,0.7631,4300,12,0,1,0,0
1,37,0,0.9973,6000,5,0,3,0,2
0.113,41,0,0.3946,6150,4,0,1,0,3
0.08658,65,0,0.162,1.23e+04,6,0,1,0,1
